Sponsor Name,Site Name,County,Street,City,Zip Code,Start Date,End Date,Meals,Days,Time,ContactPhone,Email,Notes
MSD of Washington Township,North Central High School,Marion,1801 East 86th Street,Indianapolis,46240,3/18/2020,4/27/2020,Brk Lun,M,11:00 AM to 01:00 PM,(317) 259-5325,vkirch@msdwt.k12.in.us,
"City of Indianapolis, Dept of Parks and Recreation",Krannert Park,Marion,605 S. High School Rd,Indianapolis,46241,3/13/2020,8/2/2020,Lun,MTWRF,12:00 PM to 01:00 PM,(317) 327-7375,,
MSD of Pike Twp,Deer Run Elementary,Marion,5401 North High School Road,Indianapolis,46254,3/23/2020,5/1/2020,Brk Lun,T,12:00 PM to 02:00 PM,(317) 216-5227,JRWeaver@pike.k12.in.us,
MSD of Pike Twp,Guion Elementary School,Marion,4301 W. 52 Street,Indianapolis,46254,3/23/2020,5/1/2020,Brk Lun,T,12:00 PM to 02:00 PM,(317) 216-5121,NiStovall@pike.k12.in.us,
MSD of Lawrence Township,Lawrence North High School,Marion,7802 Hague Road,Indianapolis,46256,3/16/2020,7/31/2020,Brk Lun,M,11:00 PM to 01:00 PM,(317) 423-8280,stephanietragesser@msdlt.k12.in.us,
MSD of Washington Township,Greenbriar Elementary School,Marion,8201 North Ditch Road,Indianapolis,46260,3/18/2020,4/27/2020,Brk Lun,M,11:00 AM to 01:00 PM,(317) 259-5493,jgrist@msdwt.k12.in.us,
MSD of Washington Township,Spring Mill Elementary School,Marion,8250 Spring Mill Road,Indianapolis,46260,3/18/2020,4/27/2020,Brk Lun,M,11:00 AM to 01:00 PM,(317) 259-5483,aingram@msdwt.k12.in.us,
MSD of Washington Township,Willow Lake Elementary School,Marion,7535 Harcourt Road,Indianapolis,46260,3/18/2020,4/27/2020,Brk Lun,M,11:00 AM to 01:00 PM,(317) 259-5411,neaston@msdwt.k12.in.us,
MSD of Pike Twp,College Park Elementary,Marion,22811 Barnard Street,Indianapolis,46268,3/23/2020,5/1/2020,Brk Lun,T,12:00 PM to 02:00 PM,(317) 347-7415,ZGorham@pike.k12.in.us,
MSD of Pike Twp,Eastbrook Elementary School,Marion,7625 New Augusta Road,Indianapolis,46268,3/23/2020,5/1/2020,Brk Lun,T,12:00 PM to 02:00 PM,(317) 387-5925,RBMontgomery@pike.k12.in.us,
MSD of Pike Twp,Pike Freshman Center,Marion,6801 Zionsville Road,Indianapolis,46268,3/13/2020,5/1/2020,Brk Lun,MTWS,12:00 PM to 02:00 PM,(317) 347-8612,DBuford@pike.k12.in.us,
Paramount School of Excellence,Paramount School of Excellence,Marion,3020 Nowland Ave,Indianapolis,46201-1422,3/16/2020,7/24/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(660) 351-0735,Lee-Natalie@aramark.com,
Herron High School,Herron High School,Marion,110 E. 16th Street,Indianapolis,46202-2404,3/23/2020,5/1/2020,Brk Lun,MW,12:00 PM to 01:00 PM,(317) 231-0010,mjenney@herronhighschool.org,
St Joan of Arc School,St Joan of Arc School,Marion,500 E 42nd Street,Indianapolis,46205-1802,3/16/2020,5/29/2020,Brk Lun,MWF,8:45 AM to 9:15 AM,(317) 283-1518,cjackson@sjoa.org,School Webpage with Meal Info
MSD of Wayne Township,Chapelwood Elementary,Marion,1129 N Girls Schoool Rd,Indianapolis,46214-3402,3/16/2020,6/3/2020,Brk Lun,MWF,10:00 AM to 12:00 PM,(317) 988-7960,sara.gasiorowski@wayne.k12.in.us,School Webpage with Meal Info
Christel House Academy,Christel House Academy West,Marion,55 North Tibbs Avenue,Indianapolis,46222-4070,3/16/2020,6/30/2020,Brk Lun,F,11:00 AM to 12:35 PM,(317) 783-4690,mestes@chacademy.org,
Christel House Academy,Christel House Academy South,Marion,2717 South East St,Indianapolis,46225-2104,3/16/2020,6/30/2020,Brk Lun,F,11:00 AM to 12:30 PM,(317) 783-4690,mestes@chschools.org,
Circle City Prep Charter School,Circle City Prep Charter School,Marion,4002 N. Franklin Road,Indianapolis,46226-5297,3/16/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(317) 643-4209,ceckerle@circlecityprep.org,School Webpage with Meal Info
St Monica School,St. Monica School,Marion,6131 N Michigan Rd,Indianapolis,46228-1201,3/16/2020,7/3/2020,Brk Lun,MTWRFS,10:00 AM to 11:00 AM,(317) 255-7183,m.dufour@smsindy.org,
MSD of Wayne Township,Bridgeport Elementary School,Marion,9035 W. Morris Street,Indianapolis,46231-1259,3/16/2020,6/3/2020,Brk Lun,MWF,10:00 AM to 12:00 PM,(317) 988-7960,sara.gasiorowski@wayne.k12.in.us,School Webpage with Meal Info
MSD of Washington Township,Nora Elementary School,Marion,1000 East 91st Street,Indianapolis,46240-1612,3/18/2020,4/27/2020,Brk Lun,M,11:00 AM to 01:00 PM,(317) 844-6656,tnikolova@msdwt.k12.in.us,
MSD of Wayne Township,Stout Field Elementary,Marion,3820 West Bradbury,Indianapolis,46241-5201,3/16/2020,6/3/2020,Brk Lun,MWF,10:00 AM to 12:00 PM,(317) 988-7960,sara.gasiorowski@wayne.k12.in.us,School Webpage with Meal Info
Bremen Public Schools,Bremen Elementary & Middle School,Marshall,700 West South St,Bremen,46506,3/19/2020,7/3/2020,Lun,MTWRF,11:00 AM to 12:30 PM,(574) 546-3554,handrews@bps.k12.in.us,
Plymouth Community School Corp,Plymouth High School,Marshall,#1 Big Red Drive,Plymouth,46563,3/16/2020,5/1/2020,Lun,MTWRF,11:00 AM to 01:00 PM,(574) 936-2178,tsouthern@plymouth.k12.in.us,
Argos Community Schools,Argos High School,Marshall,500 Yearick Avenue,Argos,46501-1000,3/16/2020,5/31/2020,Lun,MTWRF,11:00 AM to 12:15 PM,(574) 598-2826,cnull@argos.k12.in.us,
Culver Community Schools Corp,Culver Community Middle/High School,Marshall,701 School St,Culver,46511-0231,3/17/2020,5/31/2020,Brk Lun,MTWRF,10:30 AM to 12:30 PM,(574) 842-3391,,
Shoals Community School Corp,Shoals Community Elem. School,Martin,11741 Ironton Road,Shoals,47581-7732,3/17/2020,5/1/2020,Brk Lun,STWRFS,11:00 AM to 12:00 PM,(812) 247-2212,eileen.dawson@shoals.k12.in.us,
Maconaquah School Corporation,Maconaquah Elementary School,Miami,7784 S Strawtown Pike,Bunker Hill,46914,4/2/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,765-437-9881,lewisk@maconaquah.k12.in.us,School Webpage with Meal Info
Maconaquah School Corporation,Maconaquah High School,Miami,256 E 800 S,Bunker Hill,46914,4/2/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,765-437-9881,lewisk@maconaquah.k12.in.us,School Webpage with Meal Info
Maconaquah School Corporation,Maconaquah Middle School,Miami,594 E 800 S,Bunker Hill,46914,4/2/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,765-437-9881,lewisk@maconaquah.k12.in.us,School Webpage with Meal Info
Oak Hill United School Corp,Converse Elementary School,Miami,600 East Walnut,Converse,46919,3/16/2020,4/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 395-3341,danaso@ohusc.k12.in.us,School Webpage with Meal Info
North Miami Community Schools,North Miami Elementary School,Miami,632E 900 N,Denver,46926,3/23/2020,5/22/2020,Brk Lun,Contact school for more information,Contact school for more information,765-985-3891,sowens@nmcs.k12.in.us,School Webpage with Meal Info
North Miami Community Schools,North Miami Jr.-Sr. H.S.,Miami,570 E 900 N,Denver,46926,3/23/2020,5/22/2020,Brk Lun,Contact school for more information,Contact school for more information,765-985-3891,sowens@nmcs.k12.in.us,School Webpage with Meal Info
Peru Community Schools,Peru High School,Miami,401 N Broadway,Peru,46970,3/16/2020,8/3/2020,Lun,MTWRF,11:30 AM to 12:30 PM,(765) 472-5121,,
Maconaquah School Corporation,Pipe Creek Elementary,Miami,3036 W 400 S,Peru,46970,4/2/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,765-437-9881,lewisk@maconaquah.k12.in.us,School Webpage with Meal Info
Monroe Co Community School Corp,Templeton Elementary School,Monroe,1400 S. Brenda Lane,Bloomington,47401,3/23/2020,6/30/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(812) 349-4762,hjohnson@mccsc.edu,School Webpage with Meal Info
Monroe Co Community School Corp,Bloomington Graduation School,Monroe,705 W Coolidge Drive,Bloomington,47403,3/23/2020,6/30/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(812) 349-4762,hjohnson@mccsc.edu,School Webpage with Meal Info
Monroe Co Community School Corp,Grandview Elementary School,Monroe,2300 S. Endwright Road,Bloomington,47403,3/23/2020,6/30/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(812) 349-4762,hjohnson@mccsc.edu,School Webpage with Meal Info
Monroe Co Community School Corp,Highland Park Elementary,Monroe,900 Park Square Drive,Bloomington,47403,3/23/2020,6/30/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(812) 349-4762,hjohnson@mccsc.edu,School Webpage with Meal Info
Monroe Co Community School Corp,Fairview Elementary School,Monroe,627 West 8th Street,Bloomington,47404,3/23/2020,6/30/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(812) 349-4762,hjohnson@mccsc.edu,School Webpage with Meal Info
Monroe Co Community School Corp,Arlington Elementary School,Monroe,800 Gourley Pike,Bloomington,47404,3/23/2020,6/30/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(812) 349-4762,hjohnson@mccsc.edu,School Webpage with Meal Info
Richland Bean Blossom Community School Corporation,Edgewood Junior High School,Monroe,851 Edgewood Drive,Ellettsville,47429,3/23/2020,5/1/2020,Brk Lun,MTWRF,12:00 PM to 01:30 PM,(812) 876-2005,gmorris@rbbschools.net,
South Montgomery Community Schools,Southmont Jr. High School,Montgomery,6460 US 231 S,Crawfordsville,11408,3/13/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 866-0350,chris.hazelton@southmont.k12.in.us,School Webpage with Meal Info
South Montgomery Community Schools,Southmont Senior High School,Montgomery,6424 US 231 South,Crawfordsville,11408,3/13/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 866-0350,chris.hazelton@southmont.k12.in.us,School Webpage with Meal Info
South Montgomery Community Schools,Ladoga Elementary School,Montgomery,418 East Taylor,Ladoga,11429,3/13/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 866-0350,chris.hazelton@southmont.k12.in.us,School Webpage with Meal Info
South Montgomery Community Schools,New Market Elem. School,Montgomery,410 North Third Street,New Market,11440,3/13/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 866-0350,chris.hazelton@southmont.k12.in.us,School Webpage with Meal Info
South Montgomery Community Schools,Walnut Elementary School,Montgomery,3548 S. 775 E.,New Ross,11443,3/13/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 866-0350,chris.hazelton@southmont.k12.in.us,School Webpage with Meal Info
North Montgomery Community Schools,Sommer Elementary School,Montgomery,3794 W US 136,Crawfordsville,47933-8540,3/16/2020,4/3/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 359-2112,kelder@nm.k12.in.us,School Webpage with Meal Info
MSD of Martinsville,Brooklyn Elementary School,Morgan,251 N Church St,Brooklyn,46111,3/16/2020,8/10/2020,Brk Lun,MW,11:30 AM to 12:00 PM,(765) 349-4452,donna.magness@msdmartinsville.org,
Eminence Community Schools,Eminence High School,Morgan,6760 N ST RD 42,Eminence,46125,4/1/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 528-2221,tringler@eminence.k12.in.us,School Webpage with Meal Info
MSD of Martinsville,Martinsville High School,Morgan,1360 E Gray St,Martinsville,46151,3/16/2020,8/7/2020,Brk Lun,MW,11:50 AM to 12:00 PM,(765) 349-4452,donna.magness@msdmartinsville.org,
MSD of Martinsville,Paragon Elementary School,Morgan,Old SR 67 S,Paragon,46166,3/16/2020,8/7/2020,Brk Lun,MW,11:30 AM to 12:00 PM,(765) 349-4452,kurt.bodell@martinsville.org,
North Newton School Corp,Morocco Elementary,Newton,200 S Lincoln,Morocco,11438,3/18/2020,4/30/2020,Brk Lun,TR,10:00 AM to 1:00 PM,(219) 285-2252,Kwarne@nn.k12.in.us,School Webpage with Meal Info
North Newton School Corp,Lincoln Elementary,Newton,10280 N 450 E,Demotte,46310,3/18/2020,4/30/2020,Brk Lun,TR,10:00 AM to 1:00 PM,(219) 285-2252,Kwarne@nn.k12.in.us,School Webpage with Meal Info
North Newton School Corp,Lake Village Elementary,Newton,3281 W 950 N,Lake Village,46349,3/30/2020,4/30/2020,Brk Lun,TR,10:00 AM to 1:00 PM,(219) 285-2252,Kwarne@nn.k12.in.us,School Webpage with Meal Info
South Newton School Corp,Brook Public Library,Newton,100 W Main St,Brook,47922,3/17/2020,6/25/2020,Brk Lun,TW,02:00 PM to 02:30 PM,(219) 474-5167,merciert@newton.k12.in.us,
South Newton School Corp,Goodland Library,Newton,111 S Newton St,Goodland,47948,3/17/2020,6/25/2020,Brk Lun,TW,01:30 PM to 02:00 PM,(219) 474-5167,merciert@newton.k12.in.us,
South Newton School Corp,Kentland Public Library,Newton,201 E Graham St,Kentland,47951,3/17/2020,6/25/2020,Lun,WR,01:30 PM to 02:00 PM,(219) 474-5167,merciert@newton.k12.in.us,
South Newton School Corp,South Newton Elementary,Newton,13102 S 50 E,Kentland,47951,3/17/2020,6/26/2020,Brk Lun,MTWRF,11:30 AM to 11:55 AM,(219) 474-5167,bryantt@newton.k12.in.us,
Central Noble Community School Corporation,Albion Elementary School,Noble,202 Cougar Ct,Albion,46701,3/16/2020,5/28/2020,Brk Sup,MF,04:00 PM to 06:00 PM,(260) 636-2117,zachary.denney@compass-usa.com,
Central Noble Community School Corporation,Wolf Lake Elementary School,Noble,1283 Main St.,Albion,46701,3/16/2020,5/28/2020,Brk Sup,MF,04:00 PM to 06:00 PM,(260) 479-7239,zachary.denney@compass-usa.com,
East Noble School Corporation,Avilla Elementary School,Noble,200 Washington st.,Avilla,46710,3/23/2020,5/1/2020,Lun,MTWRF,11:00 AM to 11:30 AM,(260) 403-1964,jyates@eastnoble.net,
East Noble School Corporation,East Noble High School,Noble,901 Garden St.,kendallville,46755,3/23/2020,5/1/2020,Lun,MTWRF,11:00 AM to 11:30 AM,(260) 403-1964,jyates@eastnoble.net,
East Noble School Corporation,Rome City Elem. School,Noble,400 Jefferson St.,Rome City,46784,3/23/2020,5/1/2020,Lun,MTWRF,11:00 AM to 11:30 AM,(260) 403-1964,jyates@eastnoble.net,
East Noble School Corporation,North Side Elementary School,Noble,302 E Harding St,Kendallville,46755-1740,3/23/2020,5/1/2020,Lun,MTWRF,11:00 AM to 01:00 PM,(260) 582-1580,jyates@eastnoble.net,
Rising Sun-Ohio County Community School Corporation,Ohio County Elem-Middle School,Ohio,436 S Mulberry Street,Rising Sun,47040,3/30/2020,5/28/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 438-2652,fbruce@risingsun.k12.in.us,School Webpage with Meal Info
Springs Valley Community Schools,Springs Valley Elementary School,Orange,356 S. Larry Bird Boulevard,French Lick,47432,3/16/2020,4/3/2020,Brk Lun,MTWRF,8:00 AM to 9:00 AM,(812) 936-4820,mcampbell@svalley.k12.in.us,School Webpage with Meal Info
Orleans Community Schools,Bethel Church,Orange,5042 West County Road 650 N,Orleans,47452,3/30/2020,7/3/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(812) 865-2688,mqualkenbush@orleans.k12.in.us,
Orleans Community Schools,Orleans Elementary School,Orange,637 E Washington,Orleans,47452,3/16/2020,7/3/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(812) 865-2688,ssmith@orleans.k12.in.us,
Orleans Community Schools,Wright Implements,Orange,2662 N St Rd 337,Orleans,47452,3/30/2020,7/3/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(812) 865-2688,,
Paoli Community School Corporation,Lynd School,Orange,723 N. Lynd Rd.,Orleans,47452,3/16/2020,5/14/2020,Lun,MR,11:00 AM to 01:00 PM,(812) 723-3537,throopcafe@paoli.k12.in.us,
Paoli Community School Corporation,Greenfield Twp Comm Building,Orange,2015 W. Co. Rd. 550 S.,Paoli,47454,3/16/2020,5/14/2020,Lun,MR,11:00 AM to 01:00 PM,(812) 723-3537,throopcafe@paoli.k12.in.us,
Paoli Community School Corporation,Southeast Volunteer Fire Dept,Orange,2723 E. Co. Rd. 725 S.,Paoli,47454,3/16/2020,5/14/2020,Lun,MR,11:00 AM to 01:00 PM,(812) 723-3537,throopcafe@paoli.k12.in.us,
Paoli Community School Corporation,Throop Elementary School,Orange,301 Elm Street,Paoli,47454-1113,3/16/2020,5/14/2020,Lun,MR,11:00 AM to 01:00 PM,(812) 723-3537,throopcafe@paoli.k12.in.us,
Spencer-Owen Comm Schools,Owen Valley High School,Owen,622 IN-46,Spencer,47460,3/23/2020,7/31/2020,Brk Lun,M,11:00 AM to 01:00 PM,(812) 829-2266,cmaxwell@socs.k12.in.us,
Southwest Parke Community Schools,Montezuma Grade School,Parke,459 East Strawberry Road,Montezuma,11337,3/17/2020,5/16/2020,Lun,Contact school for more information,Contact school for more information,(765) 569-2073,mcclintockj@swparke.k12.in.us,School Webpage with Meal Info
Cannelton City Schools,Cannelton Elem. & High School,Perry,109 3rd Street,Cannelton,10995,3/23/2020,5/1/2020,Brk Lun,MF,11:00 AM to 1:00 PM,(812) 547-3296,roxanna.huff@cannelton.k12.in.us,School Webpage with Meal Info
Tell City-Troy Township School Corporation,Tell City Junior-Senior High School,Perry,900 12th St,Tell City,47586,3/23/2020,7/24/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(812) 547-3131,lesa.ammon@tellcity.k12.in.us,
Pike County School Corp,Petersburg Elementary School,Pike,1415 E Alford Street,Petersburg,47567-8406,3/16/2020,6/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 354-8478,dhenson@pcsc.k12.in.us,School Webpage with Meal Info
Pike County School Corp,Winslow Elementary School,Pike,301 E Porter Street,Winslow,47598-8495,3/16/2020,6/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 354-8478,dhenson@pcsc.k12.in.us,School Webpage with Meal Info
Duneland School Corporation,Chesterton High School,Porter,2125 S. 11th Street,Chesterton,46304-8934,3/23/2020,4/10/2020,Brk Lun,MTWRF,11:00 AM to 12:30 PM,(219) 983-3700,twatkins@duneland.k12.in.us,School Webpage with Meal Info
"Mt Vernon, MSD of",Marrs Elementary School,Posey,9201 Highway 62 E,Mount Vernon,11095,3/30/2020,5/1/2020,Lun,MTWRF,11:30 AM to 12:30 PM,(812) 833-5961,johnsonca@mvschool.org,School Webpage with Meal Info
"Mt Vernon, MSD of",Mount Vernon High School,Posey,700 Harriett Street,Mount Vernon,11095,3/30/2020,5/1/2020,Lun,MTWRF,11:30 AM to 12:30 PM,(812) 833-5961,johnsonca@mvschool.org,School Webpage with Meal Info
"Mt Vernon, MSD of",West Elementary School,Posey,1105 W. Fourth Street,Mount Vernon,11095,3/30/2020,5/1/2020,Lun,MTWRF,11:30 AM to 12:30 PM,(812) 833-5961,johnsonca@mvschool.org,School Webpage with Meal Info
West Central School Corp,West Central Middle/Senior High School,Pulaski,1852 S US Hwy 421,Francesville,47946,3/17/2020,4/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 567-9119,jmurray@wcsc.k12.in.us,School Webpage with Meal Info
North Putnam Community School,Van Bibber Lake,Putnam,4425 W County Rd 450 N,Greencastle,46135,3/16/2020,6/24/2020,Brk Lun ,MW,12:00 PM to 12:15 PM,(317) 478-5057,,
North Putnam Community School,Roachdale Elementary School,Putnam,305 S Indiana St.,Roachdale,46172,3/16/2020,6/24/2020,Brk Lun ,MW,12:00 PM to 12:15 PM,(765) 720-6243,,
North Putnam Community School,Russellville Community Center,Putnam,300 N Harrison St,Russellville,46175,3/16/2020,6/24/2020,Brk Lun ,MW,12:00 PM to 12:15 PM,(765) 366-0918,,
Greencastle Community School Corp,Greencastle Senior High School,Putnam,Greencastle High School,Greencastle,46135-1852,3/16/2020,5/1/2020,Lun,MTWRF,11:30 AM to 01:00 PM,(765) 653-9711,jwilliams@greencastle.k12.in.us,
Randolph Southern School Corp,Randolph Southern Jr-Sr High,Randolph,2 Rebel Drive,Lynn,47355,3/17/2020,7/31/2020,Lun,MTWRF,11:00 AM to 12:30 PM,(765) 874-2541,marquisj@rssc.k12.in.us,
Randolph Southern School Corp,Spartanburg Christian Church,Randolph,6714 E. 700 S.,Lynn,47355,3/17/2020,7/31/2020,Lun,MTWRF,11:00 AM to 12:30 PM,(765) 874-2541,marquisj@rssc.k12.in.us,
Union School Corporation,Union Elementary School,Randolph,8707 W Hwy 36,Modoc,47358,3/18/2020,5/28/2020,Brk Lun,R,11:30 AM to 12:00 PM,(765) 853-5464,mphillips@usc.k12.in.us,
Randolph Central School Corp,Ridgeville,Randolph,210 S Walnut,Ridgeville,47380,3/17/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(765) 584-1401,,
Randolph Central School Corp,Saratoga City Building,Randolph,107 N Barber St,Saratoga,47382,3/17/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(765) 584-1401,,
Randolph Central School Corp,Baker Elementary School,Randolph,600 W. Oak Street,Winchester,47394,3/17/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(765) 584-1401,,
Randolph Central School Corp,Willard Elementary School,Randolph,615 W. South Street,Winchester,47394,3/17/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(765) 584-8201,,
Randolph Central School Corp,Winchester Community High School,Randolph,700 N. Union Street,Winchester,47394,3/17/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(765) 584-8201,thartsock@randolphcentral.us,
Randolph Eastern School Corp,Union City Community Jr.-Sr. High School,Randolph,603 N. Walnut St.,Union City,47390-1029,3/30/2020,6/30/2020,Brk Lun ,MTWR,12:00 PM to 12:30 PM,(765) 964-4840,thorn@resc.k12.in.us,
Milan Community School Corp,Milan Elementary School,Ripley,418 East Carr Street,Milan,47031,3/19/2020,5/27/2020,Brk Lun,TR,9:00 AM to 11:00 AM,(812) 654-2922,ginny.shannon@milan.k12.in.us,School Webpage with Meal Info
Rush County Schools,Arlington School,Rush,2533 N. 700 W.,Arlington,46104,3/18/2020,5/27/2020,Lun,MTWRF,10:00 AM to 11:00 AM,(765) 663-2416,kuhnl@rushville.k12.in.us,
Mays Community Academy,Mays Community Academy,Rush,929 E South Street,Mays,46155,3/16/2020,5/22/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 645-5577,rosemarynoah@mays.k12.in.us,School Webpage with Meal Info
Rush County Schools,Milroy Elementary School,Rush,300 N. Walnuts Steert,Milroy,46156,3/18/2020,5/27/2020,Lun,MTWRF,01:30 PM to 02:30 PM,(765) 629-2323,disbrok@rushville.k12.in.us,
Rush County Schools,Rushville Elementary East,Rush,390 West 16th Street,Rushville,46173,3/18/2020,5/27/2020,Lun,MTWRF,11:30 AM to 01:00 PM,(765) 932-2968,clarkh@rushville.k12.in.us,
Penn-Harris-Madison School Corp,Prairie Vista,Saint Joseph,15400 Brick Road,Granger,46530,3/17/2020,4/9/2020,Lun,MTWRF,11:00 AM to 01:00 PM,(574) 258-9572,mgilliam@phm.k12.in.us,
Marian High School,Marian High School,Saint Joseph,1311 S. Logan,Mishawaka,46544,3/13/2020,8/5/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(574) 259-5257,cafeteria@marianhs.org,
Penn-Harris-Madison School Corp,Grissom Middle School,Saint Joseph,13881 Kern Rd,Mishawaka,46544,3/17/2020,4/9/2020,Brk Sup,MTWRF,05:00 PM to 07:00 PM,(574) 258-9552,jriggs@phm.k12.in.us,
School City of Mishawaka,Emmons Elementary,Saint Joseph,1306 S. Main St,Mishawaka,46544,3/16/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(574) 254-4610,vanatorr@mishawka.k12.in.us,
School City of Mishawaka,LaSalle Elementary,Saint Joseph,1511 Milburn Blvd.,Mishawaka,46544,3/16/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(574) 254-4811,thompsonli@mishawaka.k12.in.us,
Penn-Harris-Madison School Corp,Penn High School,Saint Joseph,56100 Bittersweet Road,Mishawaka,46545,3/17/2020,4/9/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(574) 258-9572,mgilliam@phm.k12.in.us,
School City of Mishawaka,Young Middle School,Saint Joseph,1801 North Main St,Mishawaka,46545,3/16/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(574) 254-3614,,
John Glenn School Corporation,North Liberty Elementary,Saint Joseph,400 School Dr,North Liberty,46554,3/16/2020,5/28/2020,Brk Lun,MTWRF,12:00 PM to 12:30 PM,(574) 656-8123,mhelminger@jgsc.k12.in.us,Delivery instead of on-site pickup
John Glenn School Corporation,Walkerton Elementary School,Saint Joseph,805 Washington Street,Walkerton,46574,3/16/2020,5/28/2020,Brk Lun,MTWRF,12:00 PM to 12:30 PM,(574) 586-3186,jgeyer@jgsc.k12.in.us,
South Bend Community School Corp,Brown School,Saint Joseph,215 Dr. Martin Luther King Jr. Blvd,South Bend,46601,3/17/2020,8/11/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,srowe@sbcsc.12.in.us,
South Bend Community School Corp,Coquillard Elementary School,Saint Joseph,215 Dr. Martin Luther King Jr. Blvd,South Bend,46601,3/17/2020,8/11/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,,
South Bend Community School Corp,Darden Elementary School,Saint Joseph,215 Dr. Martin Luther King Jr Blvd,South Bend,46601,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,bgranger@sbcsc.k12.in.us,
South Bend Community School Corp,Harrison Elementary School,Saint Joseph,215 Dr. Martin Luther King Jr. Blvd,South Bend,46601,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,cburdine@sbcsc.k12.in.us,
South Bend Community School Corp,Kennedy Primary Academy School,Saint Joseph,215 Dr. Martin Luther King Jr. Blvd,South Bend,46601,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,02:00 PM to 04:00 PM,(574) 393-3112,broberts@sbcsc.k12.in.us,
South Bend Community School Corp,Lincoln Elementary School,Saint Joseph,215 Dr. Martin Luther King Jr. Blvd,South Bend,46601,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,rchevrie@sbcsc.k12.in.us,
South Bend Community School Corp,Madison Steam Academy,Saint Joseph,215 Dr. Martin Luther King Jr. Blvd,South Bend,46601,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,schweiss@sbcsc.k12.in.us,
Marian High School,Our Lady of Hungary,Saint Joseph,731 W. Calvert Street,South Bend,46613,3/13/2020,8/8/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(574) 259-5257,cwhitten@marianhs.org,
Marian High School,St. Matthews School,Saint Joseph,1015 Dayton St,South Bend,46613,3/13/2020,8/8/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(574) 289-4535,cwhitten@marianhs.org,
South Bend Community School Corp,Monroe Elementary School,Saint Joseph,312 E. Donmeyer Ave.,South Bend,46614,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,,
