sponsorName,siteName,siteAddress,siteState,contactPhone,contactEmail,daysofOperation,meals,lunchTime,uploadNotes,_createdOn,_updatedOn
City of Indianapolis	 Dept of Parks and Recreation,Christian Park,4200 E. English Avenue	 Indianapolis	 Indiana undefined,Indiana,3173277163,rknox@indy.gov,M	 T	 W	 Th	 F,Sup,03:00 PM to 04:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,014 Washington Irving School 14,1250 E. Market St.	 Indianapolis	 Indiana undefined,Indiana,3172264472,cookf@myips.org,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Avondale Meadows Academy,Vision Academy,1751 E. Riverside Dr.	 Indianapolis	 Indiana undefined,Indiana,3178033182,lburton@unitedschoolsindy.org,M,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,034 Eleanor Skillen School 34,1410 Wade. St.	 Indianapolis	 Indiana undefined,Indiana,3172264772,cookf@myips.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Southeast Neighborhood School of Excellence	 Inc.,SENSE Charter School,1601 S Barth Avenue	 Indianapolis	 Indiana undefined,Indiana,3174230204,tjohnson@senseindy.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Bethel Park,2850 Bethel Ave	 Indianapolis	 Indiana undefined,Indiana,3174604933,tikilia.tinker-martin@indy.gov,M	 T	 W	 Th	 F,Sup,03:00 PM to 03:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Garfield Park,2345 Pagoda Drive	 Indianapolis	 Indiana undefined,Indiana,3173896464,,M	 T	 W	 Th	 F,Sup,04:00 PM to 04:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Pride Park,1129 Vandeman Street	 Indianapolis	 Indiana undefined,Indiana,3173277164,dollie.fisher@indy.gov,M	 T	 W	 Th	 F,Sup,03:00 PM to 04:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Rowney (IHA),Rowney (IHA)	 Indianapolis	 Indiana undefined,Indiana,3174603393,sandra.davis@indy.gov,M	 T	 W	 Th	 F,Lun,02:30 PM to 03:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,048 Louis B Russell Jr School 48,3445 Central Ave.	 Indianapolis	 Indiana undefined,Indiana,3172264772,kristelc@myips.org,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Georgetown Apartments,3229 Bunker Hill Ave	 Indianapolis	 Indiana undefined,Indiana,3174604933,,M	 T	 W	 Th	 F,Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Herron High School,Riverside High School,3010 N. White River Parkway East Drive	 Indianapolis	 Indiana undefined,Indiana,3172311101,bdavisjohnson@riversidehighschool.org,M	 W,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,043 James Whitcomb Riley School 43,150 W. 40th St.	 Indianapolis	 Indiana undefined,Indiana,3172264772,ponceg@myips.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Riverside Park,Riverside Park	 Indianapolis	 Indiana undefined,Indiana,3173277343,yolanda.echols@indy.gov,M	 T	 W	 Th	 F,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Watkins Park,Watkins Park	 Indianapolis	 Indiana undefined,Indiana,5128881588,derrick.goss@indy.gov,M	 T	 W	 Th	 F,Sup,03:00 PM to 05:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Abraham Lincoln Elem. School,Abraham Lincoln Elementary	 Indianapolis	 Indiana undefined,Indiana,3177893845,ltimm@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Perry Meridian High School,Perry Meridian High School	 Indianapolis		 Indiana undefined,Indiana,3177894145,cmarks@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Perry Meridian Middle School,Perry Meridian Middle School	 Indpls.	 Indiana undefined,Indiana,3177894145,cmarks@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,099 Arlington Woods Elementary School,5801 30th St.	 Indianapolis	 Indiana undefined,Indiana,3172264772,kingm@myips.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,Blackburn- Bus Stop Cafe,3091 Baltimore Ave.	 Indianapolis	 Indiana undefined,Indiana,3172264772,andersonapril@myips.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Douglass Park,1616 E. 25th Street	 Indianapolis	 Indiana undefined,Indiana,3174147692,kenyatta.moore@indy.gov,M	 T	 W	 Th	 F,Sup,03:00 PM to 04:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Hawthorne Place,5244 E 32 St	 Indianapolis	 Indiana undefined,Indiana,3176503353,tikilia.tinker-martin@indy.gov,M	 T	 W	 Th	 F,Lun,02:00 PM to 02:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Twin Hills (IHA),2210 East 36 Street	 Indianapolis	 Indiana undefined,Indiana,3176503353,,M	 T	 W	 Th	 F,Lun,01:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,094 George S Buck Elementary School,2701 N. Devon Ave.	 Indianapolis	 Indiana undefined,Indiana,3172264772,kingm@myips.org,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Windsor Village Park,Windsor Village Park	 Indianapolis	 Indiana undefined,Indiana,3173277162,shawn.cowherd@indy.gov,M	 T	 W	 Th	 F,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Holy Spirit School,Holy Spirit School,7241 E. 10th Street	 Indianapolis	 Indiana undefined,Indiana,3173521243,jbaker@holyspirit-indy.org,M	 T	 W	 Th	 F,Lun,11:30 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Broad Ripple Park,1550 Broad Ripple Ave	 Indianapolis	 Indiana undefined,Indiana,3173277099,kfitzger@indygov.org,M	 T	 W	 Th	 F,Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Decatur Twp,Decatur Central High School,5275 Kentucky Avenue	 Indianapolis	 Indiana undefined,Indiana,3178565288,habney@decaturproud.org,M,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Decatur Twp,Decatur Learning Center - Blue,5650 Mann Road	 Indianapolis	 Indiana undefined,Indiana,3178560400,kburr@decaturproud.org,M,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Decatur Twp,Decatur Learning Center - Gold Academy,5650 Mann Road	 Indianapolis	 Indiana undefined,Indiana,3178560400,kburr@decaturproud.org,M,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Decatur Twp,Liberty Early Elementary School,4640 Santa Fe Drive	 Indianapolis	 Indiana undefined,Indiana,3172437559,cpaterson@decaturproud.org,M,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Decatur Twp,Stephen Decatur Elementary School,3425 S. Foltz St	 Indianapolis	 Indiana undefined,Indiana,3172410183,rwebb@decatruproud.org,M,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Decatur Twp,Valley Mills Elementary School,5101 S. High School Road	 Indianapolis	 Indiana undefined,Indiana,3178566363,amurray@decaturproud.org,M,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,063 Wendell Phillips School 63,1163 N. Belmont Ave.	 Indianapolis	 Indiana undefined,Indiana,3172264772,threattm@myips.org,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,721 George Washington Community HS,2215 W. Washington St.	 Indianapolis	 Indiana undefined,Indiana,3172264772,threattm@myips.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Municipal Gardens Sports Camp,1831 Lafayette Rd	 Indianapolis	 Indiana undefined,Indiana,3176004366,roshonda.burrus@indy.gov,M	 T	 W	 Th	 F,Sup,03:00 PM to 04:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Cardinal Ritter High School,Cardinal Ritter High School,3360 W 30th St	 Indianapolis	 Indiana undefined,Indiana,3179244333,abouvier@cardinalritter.org,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Cardinal Ritter High School,St Michael-St Gabriel the Archangels Elementary,3352 W 30th St.	 Indianapolis	 Indiana undefined,Indiana,3179244333,abouvier@cardinalritter.org,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Metropolitan High School,Indianapolis Metropolitan High School,1635 W Michigan St	 Indianapolis	 Indiana undefined,Indiana,3175244627,anne.davis@goodwilleducation.org,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,079 Carl Wilde School 79,5002 W. 34th Street	 Indianapolis	 Indiana undefined,Indiana,3172264772,chyllajo@myips.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,523 Northwest Middle School,5525 W. 34th St.	 Indianapolis	 Indiana undefined,Indiana,3172264772,chyllajo@myips.org,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Speedway Public Schools,Arthur C. Newby Elementary,1849 N Whitcomb	 Speedway	 Indiana undefined,Indiana,3174864835,rjones@speedwayschools.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Speedway Public Schools,Frank H. Wheeler Elementary,5700 Meadowood Drive	 Speedway	 Indiana undefined,Indiana,3174864835,rjones@speedwayschools.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Speedway Public Schools,James A. Allison Elementary School,5240 West 22nd Street	 Speedway	 Indiana undefined,Indiana,3174864835,rjones@speedwayschools.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Speedway Public Schools,Speedway Junior High School,5151 West 14th Street	 Speedway	 Indiana undefined,Indiana,3174864835,rjones@speedwayschools.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,105 Charles W Fairbanks School 105,8620 Montery Road	 Indianapolis	 Indiana undefined,Indiana,3172264772,armstrlo@myips.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Lawrence Township,Brook Park Elementary School,5259 N David	 Indianapolis	 Indiana undefined,Indiana,3179644178,brendashort@msdlt.k12.in.us,M,Brk Lun,11:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Lawrence Township,Harrison Hill Elementary School,7510 E 53rd	 Indianapolis	 Indiana undefined,Indiana,3179644378,marydeewilliams@msdlt.k12.in.us,M,Brk Lun,11:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Lawrence Township,Maison Gardens,8808 Rue Madeliene	 Indianapolis	 Indiana undefined,Indiana,3174238280,Stephanietragesser@msdlt.k12.in.us,M,Brk Lun,11:30 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Lawrence Township,Spring Valley,8820 Pendleton Pike	 Indianapolis	 Indiana undefined,Indiana,3174238280,stehanietragesser@msdlt.k12.in.us,M,Brk Lun,12:30 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,Laurelwood- Bus Stop Cafe,3340 Teakwood Dr.	 Indianapolis	 Indiana undefined,Indiana,3172264772,andersonapril@myips.org,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Baxter YMCA,Baxter YMCA	 Indianapolis		 Indiana undefined,Indiana,3177894145,cmarks@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Berkley Commons Apts.,Berkley Commons Apts	 Indianapolis		 Indiana undefined,Indiana,3177894845,ljenkins@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,12:40 PM to 01:10 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Bradford Lakes Apartments,7626 Portage Avenue	 Indianapolis	 Indiana undefined,Indiana,3177893745,ecoleman@perryschools.og,M	 T	 W	 Th	 F,Brk Lun,11:15 AM to 11:45 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Brookwood Apartments,Brookwood Apartments	 Indianapolis	 Indiana undefined,Indiana,3177894145,cmarks@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:45 AM to 12:15 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Capitol Place Apartments,Capitol Place Apartments	 Indianapolis		 Indiana undefined,Indiana,3177894845,ljenkins@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:50 AM to 12:20 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Clinton Young Elem. School,Clinton Young Elementary	 Indianapolis	 Indiana undefined,Indiana,3177893445,lrbrown@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Greentree Apts,Greentree Apartments	 Indianapolis	 Indiana undefined,Indiana,3177894845,ljenkins@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Harvard Square Cooperative,Harvard Square Cooperative	 Indianapolis	 Indiana undefined,Indiana,3177894145,cmarks@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,12:40 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Long Acre Community,4701 Madison Ave	 Indianapolis	 Indiana undefined,Indiana,3177894845,ljenkins@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Regency Park Apts.,Regency Park	 Indianapolis	 Indiana undefined,Indiana,3177894145,cmarks@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,12:15 PM to 12:45 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Sawmill Apts,Sawmill Apts.	 Indianapolis	 Indiana undefined,Indiana,3177894845,ljenkins@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Southgreen Apts.,Crossroads at Southgreen Apartments	 Indianapolis	 Indiana undefined,Indiana,3177894145,cmarks@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Southport Elementary School,Southport Elementary	 Indianapolis	 Indiana undefined,Indiana,3177893345,jrivera@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Southport High School,Southport High School	 Indianapolis	 Indiana undefined,Indiana,3177894845,ljenkins@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Southport Middle School,Southport Middle School	 Indpls.	 Indiana undefined,Indiana,3177894645,tmulinaro@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Washington Township,Fox Hill Elementary School,802 Fox Hill Drive	 Indianapolis	 Indiana undefined,Indiana,3172595382,lroblesbeltran@msdwt.k12.in.us,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,103 Francis Scott Key School 103,3920 Baker Dr.	 Indianapolis	 Indiana undefined,Indiana,3172264772,armstrlo@myips.org,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Carriage House East Apts.,10174 Tinton Court	 Indianapolis	 Indiana undefined,Indiana,3173896464,amy.ratliff@indy.gov,M	 T	 W	 Th	 F,Lun,01:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Meadowlark Apartments,9350 E. 43rd Street	 Indianapolis	 Indiana undefined,Indiana,3178982211,zwestbrooks@capitalrealty.com,M	 T	 W	 Th	 F,Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Lawrence Township,Indian Creek Elementary School,10833 E 56th Street	 Indianapolis	 Indiana undefined,Indiana,3174238280,stephanietragesser@msdlt.k12.in.us,M,Brk Lun,11:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Lawrence Township,Fall Creek Valley Middle School,9701 E 63rd Street	 Indianapolis	 Indiana undefined,Indiana,3174238280,earlenehisle@msdlt.k12.in.us,M,Brk Lun,11:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Perry Township Schools,Strawbridge Green Apartments,Strawbridge Green Apts.	 Indianapolis	 Indiana undefined,Indiana,3177894845,ljenkins@perryschools.org,M	 T	 W	 Th	 F,Brk Lun,12:45 PM to 01:10 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Washington Township,North Central High School,1801 East 86th Street	 Indianapolis	 Indiana undefined,Indiana,3172595325,vkirch@msdwt.k12.in.us,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Krannert Park,605 S. High School Rd	 Indianapolis	 Indiana undefined,Indiana,3173277375,,M	 T	 W	 Th	 F,Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Pike Twp,Deer Run Elementary,5401 North High School Road	 Indianapolis	 Indiana undefined,Indiana,3172165227,JRWeaver@pike.k12.in.us,T,Brk Lun,12:00 PM to 02:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Pike Twp,Guion Elementary School,4301 W. 52 Street	 Indianapolis	 Indiana undefined,Indiana,3172165121,NiStovall@pike.k12.in.us,T,Brk Lun,12:00 PM to 02:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Lawrence Township,Lawrence North High School,7802 Hague Road	 Indianapolis	 Indiana undefined,Indiana,3174238280,stephanietragesser@msdlt.k12.in.us,M,Brk Lun,11:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Washington Township,Greenbriar Elementary School,8201 North Ditch Road	 Indianapolis	 Indiana undefined,Indiana,3172595493,jgrist@msdwt.k12.in.us,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Washington Township,Spring Mill Elementary School,8250 Spring Mill Road	 Indianapolis	 Indiana undefined,Indiana,3172595483,aingram@msdwt.k12.in.us,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Washington Township,Willow Lake Elementary School,7535 Harcourt Road	 Indianapolis	 Indiana undefined,Indiana,3172595411,neaston@msdwt.k12.in.us,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Pike Twp,College Park Elementary,22811 Barnard Street	 Indianapolis	 Indiana undefined,Indiana,3173477415,ZGorham@pike.k12.in.us,T,Brk Lun,12:00 PM to 02:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Pike Twp,Eastbrook Elementary School,7625 New Augusta Road	 Indianapolis	 Indiana undefined,Indiana,3173875925,RBMontgomery@pike.k12.in.us,T,Brk Lun,12:00 PM to 02:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Pike Twp,Pike Freshman Center,6801 Zionsville Road	 Indianapolis	 Indiana undefined,Indiana,3173478612,DBuford@pike.k12.in.us,M	 T	 W	 S,Brk Lun,12:00 PM to 02:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Paramount School of Excellence,Paramount School of Excellence,3020 Nowland Ave	 Indianapolis	 Indiana undefined,Indiana,6603510735,Lee-Natalie@aramark.com,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Herron High School,Herron High School,110 E. 16th Street	 Indianapolis	 Indiana undefined,Indiana,3172310010,mjenney@herronhighschool.org,M	 W,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
St Joan of Arc School,St Joan of Arc School,500 E 42nd Street	 Indianapolis	 Indiana undefined,Indiana,3172831518,cjackson@sjoa.org,M	 W	 F,Brk Lun,8:45 AM to 9:15 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Wayne Township,Chapelwood Elementary,1129 N Girls Schoool Rd	 Indianapolis	 Indiana undefined,Indiana,3179887960,sara.gasiorowski@wayne.k12.in.us,M	 W	 F,Brk Lun,10:00 AM to 12:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Christel House Academy,Christel House Academy West,55 North Tibbs Avenue	 Indianapolis	 Indiana undefined,Indiana,3177834690,mestes@chacademy.org,F,Brk Lun,11:00 AM to 12:35 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Christel House Academy,Christel House Academy South,2717 South East St	 Indianapolis	 Indiana undefined,Indiana,3177834690,mestes@chschools.org,F,Brk Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Circle City Prep Charter School,Circle City Prep Charter School,4002 N. Franklin Road	 Indianapolis	 Indiana undefined,Indiana,3176434209,ceckerle@circlecityprep.org,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
St Monica School,St. Monica School,6131 N Michigan Rd	 Indianapolis	 Indiana undefined,Indiana,3172557183,m.dufour@smsindy.org,M	 T	 W	 Th	 F	 S,Brk Lun,10:00 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Wayne Township,Bridgeport Elementary School,9035 W. Morris Street	 Indianapolis	 Indiana undefined,Indiana,3179887960,sara.gasiorowski@wayne.k12.in.us,M	 W	 F,Brk Lun,10:00 AM to 12:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Washington Township,Nora Elementary School,1000 East 91st Street	 Indianapolis	 Indiana undefined,Indiana,3178446656,tnikolova@msdwt.k12.in.us,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Wayne Township,Stout Field Elementary,3820 West Bradbury	 Indianapolis	 Indiana undefined,Indiana,3179887960,sara.gasiorowski@wayne.k12.in.us,M	 W	 F,Brk Lun,10:00 AM to 12:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Bremen Public Schools,Bremen Elementary & Middle School,700 West South St	 Bremen	 Indiana undefined,Indiana,5745463554,handrews@bps.k12.in.us,M	 T	 W	 Th	 F,Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Plymouth Community School Corp,Plymouth High School,#1 Big Red Drive	 Plymouth	 Indiana undefined,Indiana,5749362178,tsouthern@plymouth.k12.in.us,M	 T	 W	 Th	 F,Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Argos Community Schools,Argos High School,500 Yearick Avenue	 Argos	 Indiana undefined,Indiana,5745982826,cnull@argos.k12.in.us,M	 T	 W	 Th	 F,Lun,11:00 AM to 12:15 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Culver Community Schools Corp,Culver Community Middle/High School,701 School St	 Culver	 Indiana undefined,Indiana,5748423391,,M	 T	 W	 Th	 F,Brk Lun,10:30 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Shoals Community School Corp,Shoals Community Elem. School,11741 Ironton Road	 Shoals	 Indiana undefined,Indiana,8122472212,eileen.dawson@shoals.k12.in.us,S	 T	 W	 Th	 F	 S,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Maconaquah School Corporation,Maconaquah Elementary School,7784 S Strawtown Pike	 Bunker Hill	 Indiana undefined,Indiana,7654379881,lewisk@maconaquah.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Maconaquah School Corporation,Maconaquah High School,256 E 800 S	 Bunker Hill	 Indiana undefined,Indiana,7654379881,lewisk@maconaquah.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Maconaquah School Corporation,Maconaquah Middle School,594 E 800 S	 Bunker Hill	 Indiana undefined,Indiana,7654379881,lewisk@maconaquah.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
